Industry_Type,Year,Energy_Consumption_MWh,Fuel_Consumption_Tons,Production_Output_Tons,Renewable_Energy_Percentage,Operating_Hours,Emission_Control_Index,Carbon_Emissions_tCO2
Steel,2002,34817.08,7359.28,92165.73,10.78,5488,6.11,30693.7
Chemical,2010,31433.35,5229.53,33257.62,29.72,6232,7.58,23551.57
Chemical,2004,1228.83,214.06,11397.78,15.14,2307,6.87,-406.09
Paper,2016,37528.68,5218.29,43604.6,57.33,6909,5.1,25462.94
Cement,2021,5030.99,1084.77,78795.53,29.46,7346,4.44,2939.24
Cement,2006,13357.67,6624.72,45593.08,0.54,3900,9.47,19427.34
Automobile,2009,27798.77,5698.68,26936.81,5.57,3821,9.75,23653.74
Automobile,2010,22860.76,203.23,3732.71,17.06,4865,6.86,9228.85
Chemical,2002,1280.83,2126.46,31989.36,5.53,4314,2.78,4699.79
Steel,2019,41287.26,7784.63,71624.73,53.64,7925,5.03,32956.25
Power,2009,44000.65,2830.15,15613.76,51.26,1034,5.47,23319.82
Power,2009,34252.71,5042.91,34747.06,58.25,3100,7.82,23239.72
Automobile,2013,27282.86,3188.79,3002.91,42.39,7646,7.01,16755.82
Steel,2011,48056.52,9223.12,72453.75,38.73,2379,5.63,39691.5
Automobile,2014,6437.83,5412.11,88187.62,55.41,5245,7.12,11732.87
Power,2009,37026.55,6992.12,57284.3,56.78,1436,1.22,29627.01
Paper,2009,6853.85,926.41,3561.34,52.65,5545,7.99,2057.53
Automobile,2018,19401.32,499.33,22544.91,51.69,3572,2.9,7413.52
Textile,2000,29481.48,2666.36,44408.44,40.3,5362,6.91,16691.46
Paper,2023,36985.84,3160.43,59170.54,0.1,4979,2.03,23348.97
Automobile,2009,683.95,6908.04,50131.36,25.77,6728,2.03,14231.07
Chemical,2001,13399.6,5734.39,91670.74,38.14,7229,1.32,16961.48
Automobile,2016,27140.92,3808.34,93925,32.83,1308,9.19,18175.76
Chemical,2023,26877.25,6575.76,11608.09,49.27,5360,6.44,23817.83
Steel,2006,32062.51,1719.3,14700.7,49.13,1491,4.26,15734.19
Power,2006,15540.75,728.55,36447.44,35.92,6702,8.09,6188.55
Paper,2019,27256.2,8559.6,42702.25,1.32,6136,6.63,30248.01
Paper,2008,9894.45,5683.07,59020.6,22.16,6308,6.58,15279.26
Cement,2021,9750.17,6526.04,77542.82,13.73,1521,5.38,17550.06
Cement,2001,29039.92,3141.7,14441,20.33,6285,1.07,19038.1
Power,2013,34430.89,3782.35,80461.33,37.04,2914,3.33,21933.87
Cement,2016,6459.8,915.44,61392.8,3.99,6670,1.98,4523.68
Paper,2000,6578.1,8584.18,98107.56,1.33,7130,6.96,20956.94
Automobile,2008,28482.48,5965.15,65465.6,26.21,3925,3.24,24503.25
Steel,2019,13869.74,927.91,71893.06,47.61,2368,5.05,5772.38
Steel,2020,19923.76,8064.84,20325.68,1.84,4290,4.18,26133.14
Power,2018,20337.05,4496.74,77117.33,50.94,3141,2.29,16732.1
Cement,2003,9338.37,7674.5,8847.35,23.03,4229,9.63,19009.37
Automobile,2007,565.07,224.94,65996.51,7.09,6994,9.4,-662.45
Steel,2012,42731.01,384.52,6501.72,34.05,5129,1.76,18501.7
Steel,2003,35892.6,1790.75,12407.36,57.14,3848,8.45,16791.72
Textile,2008,34681.66,2188.07,11678.76,32.55,7559,5.4,18470.5
Textile,2008,27552,7663.16,6195.92,41.2,4577,7.96,26654.15
Paper,2021,35198,7096.27,32792.75,48.99,6609,2.36,29208.09
Steel,2017,46816.57,6199.27,99440.89,47.96,3571,2.19,32524.65
Power,2011,33450.85,8860.1,35474.31,4.39,1232,9.02,33287.1
Chemical,2009,13622.02,2546.77,76316.82,44.46,2622,9.08,8864.8
Chemical,2010,28742.72,9053.61,14099.38,56.97,7137,5.19,29950.57
Automobile,2006,22395.06,9103.76,45994.62,42.04,3652,8.83,27364.85
Steel,2008,28042.75,4399.17,19326.47,50.19,7250,7.01,19448.61
Steel,2005,26121.72,1034.42,20017.62,29.13,2216,2.67,12544.9
Paper,2018,43009.38,7292.94,10869.31,19.14,4539,3.96,34157.89
Steel,2015,32764.11,3435.59,43772.37,40.57,1521,2.22,20412.95
Power,2014,9843.54,7969.8,8477.96,29.53,5732,7.97,19825.55
Textile,2006,3619.33,1720.53,91071.32,53.72,3834,9.87,2080.66
Steel,2015,21506.01,5441.2,45342.13,58.46,4066,5.92,18599.54
Steel,2004,1272.73,5129.93,84018.05,49.19,4199,6.9,9062.97
Paper,2015,16255.72,1093.11,97966.98,59.56,1340,7.71,6412.32
Cement,2000,18717.06,3696.99,68100.14,20.9,3744,3.02,15357.66
Paper,2018,19091.65,939.08,90249.56,53.75,4946,4.02,8024.82
Paper,2004,48977.83,4700.93,14401.38,19.8,4938,4.71,31024.87
Power,2006,15543.09,8444.76,83169.37,7.08,1058,6.35,24527.66
Automobile,2018,13628.76,2775.03,27850.52,37.28,7111,8.65,9708.81
Steel,2021,6904.36,7672.13,47787.21,27.3,4253,3.29,18498.85
Paper,2004,25794.94,1915.93,65011.68,55.3,5681,5.24,12981.97
Paper,2016,8106.88,6769.98,90450.82,29.53,6633,7.76,16429.65
Cement,2021,31006.59,9163.82,91188.39,55.66,1242,1.79,31672.17
Paper,2007,8180.41,3306.89,10118.14,4.72,1227,5.62,10093.14
Chemical,2000,29045.33,9014.08,37090.99,49.83,7703,2.3,30632.17
Automobile,2001,41400.33,5103.67,79524.35,45.55,5613,5.85,27334.22
Steel,2014,2604.97,3236.37,70612.53,43.2,3602,7.91,5615.05
Steel,2019,21277.48,8975.43,3608.89,21.31,6264,3.13,28092.81
Cement,2017,23321.92,417.17,45539.05,47.03,1126,8.65,8493.44
Power,2010,39658.07,377.39,83096.06,29,5430,4.01,17035.19
Steel,2024,23661.82,6038.31,74030.76,42.91,5853,2.72,21889.3
Chemical,2009,28593.02,7987.83,41773.13,33.13,2431,5.19,28492.09
Steel,2023,39664.61,7540.31,73780.95,9.45,3168,8.88,32994.16
Chemical,2023,28208.05,886.75,55569.86,3.87,6863,1.62,14295.27
Automobile,2003,18235.82,9507.49,91350.27,21.97,4959,3.95,27769.8
Automobile,2004,4749.19,7060.33,59125.59,55.97,3748,6.88,14605.46
Textile,2003,36630.82,9496.21,40672.68,31.78,2308,4.22,35597.93
Textile,2012,43621.34,3358.07,86429.14,48.13,7385,1.64,24895.36
Chemical,2024,48518.19,6970,5937.02,34.56,3125,3.99,35305.99
Power,2012,46366.69,8613.39,90150.55,57.47,2593,8.39,36508.87
Steel,2017,39972.19,3866.6,69938.33,22.17,7593,9.71,24442.01
Paper,2023,32351.86,9652.11,94119.98,3.42,5079,1.36,35492.98
Steel,2001,39182.28,2723.43,25799.98,46.84,2493,6.12,21015.57
Textile,2015,21888.14,3224.57,69797.22,42.33,3030,1.95,15016.52
Paper,2000,29941.42,9211.25,81136.86,31.65,4252,7.12,31617.99
Chemical,2018,17760.64,9699.63,70508.16,19.58,5360,1.07,28419.87
Paper,2008,16672.11,2923.44,21823.04,11.3,5777,1.13,13346.42
Steel,2002,37956.24,1450.26,28283.37,28.94,7438,7.99,18154.48
Steel,2024,22969.67,7614.65,57107.49,39.97,1246,1.67,25289.38
Power,2006,11001.98,9303.69,45228.31,34.73,5519,3.75,23579.81
Cement,2009,10495.94,6047.07,73776.6,26.25,2082,9.62,15822.33
Paper,2000,43029.03,6381.74,38488.99,32.38,6931,9.87,30923.29
Textile,2009,34049.14,7653.14,86088.57,6.48,5928,2.45,31605.82
Textile,2020,27529.28,1615.54,43760.12,41.75,2481,6.05,13546.36
Cement,2008,20346.47,9737.34,4964.09,44.06,1010,6.03,28092.06
Steel,2014,21825.46,3706.86,2719.04,0.69,7490,5.07,17340.55
Power,2014,3343.04,6319.58,65027.52,16.23,3006,9.32,13639.84
Power,2002,23018.05,4739.3,54514.76,5.53,7995,7.79,19628.58
Textile,2024,39875.02,4734.99,54731.72,59.89,6124,7.88,25019.54
Power,2004,19705.33,7057.17,79210.89,35.6,6836,3.43,22557.57
Automobile,2008,19487.27,9947.16,38196.3,27.94,4441,4.91,28946.22
Cement,2021,1277.97,6624.69,99549.25,27.78,4529,5.39,13391.4
Steel,2008,23162.85,7961.19,94607.48,57.89,3292,3.69,25179.5
Automobile,2022,1754.21,373.4,2283.21,39.59,7392,1.85,-194.73
Cement,2006,28732.3,8123.23,89678.53,10.12,1944,2.14,30139.04
Chemical,2023,25585.78,3069.76,68374.42,26.89,1434,2.63,16875.87
Paper,2022,42080.42,1354.35,50706.94,46.45,4491,2.83,19718.16
Textile,2011,29298.14,1222.01,58692,25.4,7248,3.18,14474.98
Power,2024,16509.65,6830.76,84343.88,18.57,3289,3.3,21318.21
Chemical,2008,26053.43,9976.41,95152.7,59.47,4343,5.1,30681.35
Power,2005,35135.46,6695.33,56473.03,56.14,3566,5.59,27624.28
Automobile,2022,5151.21,2697.25,18947.85,56.49,2759,3.78,5538.79
Steel,2001,31243.17,2112.73,64335.64,7.9,7872,9.17,17291.03
Steel,2008,45873,5306.98,8545.68,14.06,6163,5.98,31038.21
Steel,2016,15306.95,743.89,63878.73,26.52,4875,8.09,6493.09
Power,2000,31517.94,4053.38,81052.57,49.93,3228,9.32,19984.91
Chemical,2018,41155.81,6695.73,35979.81,44.21,7747,2.47,31185.92
Steel,2005,25834.42,9679.86,8047.26,50.98,7571,4.85,30299.98
Chemical,2004,36039.99,4313.97,69530.39,55.25,1267,4.9,22910.73
Power,2001,15895.01,2082.22,34593.55,46.85,7723,4.19,9356.84
Automobile,2008,15649.89,8191.89,25660.57,15.71,3198,1.08,24306.61
Chemical,2013,33545.41,7467.58,69228.99,17.13,4687,8.34,29838.11
Automobile,2003,35417.74,8611.07,96989.06,21.15,7743,2,33796.34
Power,2003,46881.98,2225.72,74786.92,18.18,7238,9.96,24071.08
Power,2020,11629.51,4107.84,49643.65,14.95,5477,7.96,12717.33
Textile,2014,23676.77,9817.39,60450.56,45.15,6917,6.22,29700.4
Power,2007,12900.42,1664.62,15085.61,2.04,1514,2.39,9098.95
Power,2003,4464.56,6747.36,81508.12,43.7,2743,5.64,14428.44
Cement,2015,20459.91,2448.13,60825.21,49.41,1929,3.35,12214.45
Steel,2020,19017,5051.57,96617.21,3.96,6733,3.27,19120.3
Textile,2003,13886.49,8025.05,97968.85,3.71,4931,8.47,22739.23
Paper,2015,15201.25,4937,36104.08,17.13,2448,4.43,16485.16
Textile,2021,18340.38,8074.27,98866.05,12.5,4887,5.06,24909.36
Textile,2011,49447.46,4320.72,95726.52,34.87,1198,8.59,29331.34
Paper,2015,39256.41,9993.59,64343.36,40.53,3055,1.79,37815.28
Cement,2018,4034.36,4414.7,34012.98,38.05,7022,6.35,9243.8
Automobile,2007,43684.45,1578.86,75580.68,21.44,2780,6.2,21529.89
Power,2005,31848.51,4078.51,27852.49,29.9,5900,4.83,21528.95
Steel,2009,44584.39,7451.67,63354.55,38.4,7070,8.47,33904.25
Chemical,2004,17414.63,8494.58,3433.58,7.17,5422,9.49,25099.06
Paper,2017,23493.68,4655.02,63229.7,13.77,2713,5.19,19639.6
Automobile,2009,44863.24,5985.32,95209.22,53.43,6713,5.11,30605.76
Paper,2009,13992.37,8464.41,24279.16,20.54,6743,5.52,23434.27
Power,2006,45817.29,8154.11,78039.77,48.07,4092,7.51,35732.82
Cement,2017,41510.74,6611.47,30048.93,15.06,6665,7.01,31781.47
Paper,2000,49037.62,8168.77,71077.13,2.5,7398,3.01,39577.02
Power,2006,16550.75,5801.52,70297.26,30.02,4504,1.58,18820.78
Power,2020,12169.78,146.02,19289.04,53.55,6146,9.54,2510.85
Cement,2000,16877.91,508.54,60115.66,49.16,3567,3.35,6345.45
Textile,2014,47755.16,9800.1,86057.73,15.18,1929,6.75,41632.84
Textile,2003,16987.13,1535.42,38870.77,54.6,5625,8.46,7822.93
Steel,2019,28477.99,4104.71,71317.42,28.78,7643,3.7,20250.26
Steel,2009,20482.12,9344.73,67768.57,2.94,6352,6.72,28851.36
Textile,2022,20112.9,2030.89,26493.89,1.68,2419,1.97,13215.16
Automobile,2008,10072.24,8453.53,91945.71,29.11,3005,9.73,20798.27
Chemical,2001,27085.44,8200.85,56787.7,32.78,2330,1.52,28736.72
Power,2013,42545.51,9864.66,36173.97,4.79,3557,4.94,40063.33
Chemical,2015,2949.51,2888.65,17271.48,55.33,1423,5.83,4769.51
Power,2000,44516.72,3221.72,47872.38,43.09,1149,8.11,24423.51
Textile,2001,33440.91,9038.49,73281.23,48.08,4463,2.09,32759.09
Steel,2006,31028.53,2417.38,62740.39,35.04,2513,4.97,17283.07
Automobile,2009,31482.06,5524.22,72978.2,39.81,3715,3.7,24283.81
Steel,2021,15165.36,7102.72,79384.31,23.27,3993,3.81,21062.4
Chemical,2019,21049.65,2791.65,44659.47,40.76,6166,8.01,13022.37
Steel,2000,40064.86,9390.29,52496.45,58.69,7455,1.05,36214.23
Textile,2012,15665.86,6690.41,98655.79,38.86,1138,7.74,19285.34
Automobile,2000,23766,566.68,96837.09,20.5,4725,8.29,10126.6
Chemical,2004,1471.8,1443.8,42066.9,17.11,2870,9.11,2061.07
Automobile,2015,36811.14,1988.74,68832.77,57.8,3061,6.64,17831.44
Power,2014,21176.26,2525.08,27491.43,11.1,2995,4,14160.49
Steel,2016,26505.26,7333.71,16117.06,48.37,3818,4.85,25544.73
Automobile,2022,6177.12,980.46,77071.72,27.92,6867,9.73,2652.32
Cement,2015,49589.85,3570.89,44181.82,26.63,2913,8.93,28034.59
Steel,2012,15472.16,9122.69,18528.23,44.85,6638,5.17,24617.99
Power,2010,31931.99,5611.01,76125.94,8.88,6670,9.49,25219.62
Automobile,2016,29271.2,2728.42,91601.87,27.98,5280,8.41,17046.16
Chemical,2016,39362.06,9574.86,93394.08,2.15,6234,9.11,37598.42
Power,2001,15044.93,2518.73,60037.04,40.22,7253,7.15,9844.62
Cement,2012,37918.4,9060.49,48484.47,3.5,6696,8.72,35809.96
Automobile,2013,19433.84,7285.12,15044.79,5.24,1742,9.03,23479.29
Paper,2010,20852.47,7431.16,79486.19,50.69,7424,1.83,23484.96
Paper,2009,33799.27,7672.9,94586.99,26.58,7686,9.69,29864.05
Textile,2002,39322.15,5115.04,89056.58,12.06,5181,4,27985.66
Steel,2016,33509.9,8164.33,75426.56,35.56,5233,4.96,31023.38
Chemical,2014,45044.04,8378.31,1452.32,31.16,4537,8.13,36480.1
Textile,2008,14615.37,3668.82,41367.34,24.65,1076,6.98,12824.72
Automobile,2009,45080.53,4063.41,41660.7,54.33,2991,9.04,25967.74
Paper,2007,6977.74,8898.69,89542.46,44.97,6256,4.61,20365.1
Paper,2020,33146.75,5294.82,7499.42,9.1,4705,4.36,25677.44
Paper,2012,27607.72,8682.74,53591.04,34.25,4022,1.29,30000.7
Automobile,2017,24984.48,6305.02,14477.31,5.32,5871,5.16,24282.06
Paper,2004,15890.15,5976.32,66567.1,14.68,2016,7.52,18808.87
Power,2005,25434.77,406.71,79433.29,54.59,1096,3.71,9711.61
Automobile,2016,8507.78,2851.15,64553.96,27.72,1994,5.16,8373.03
Chemical,2010,18781.39,5070.37,79663.93,53.53,2554,2.97,17108.84
Textile,2019,5384.71,5914.44,61142.13,9.96,7941,7.96,14081.29
Chemical,2015,28806.41,6341.3,19794.07,12.32,2032,1.54,26236.14
Cement,2008,5240.51,7190.61,38883.69,21.17,1082,7.35,16448.77
Paper,2001,8437.06,6596.71,95730.01,21.98,7190,4.41,16901.04
Cement,2004,4730.61,8500.91,29529.32,44.72,2535,1.37,18877.58
Steel,2000,19374.88,3025.16,7223.38,35.96,5525,8.68,12894.05
Steel,2003,42176.94,6451.54,39098.17,33.19,6209,5.39,31198.61
Cement,2003,45391.37,606.48,37264.4,36.14,1512,6.39,19547.97
Automobile,2021,4058.53,4853.88,47560.57,43.93,2922,7.59,9836.87
Chemical,2024,31910.23,2753.53,56470.04,53.57,2697,6.9,17446.57
Cement,2002,34377.08,3870.78,99249.9,24.88,6784,7.58,22080.6
Steel,2008,26921.61,3611.16,75867.16,48.18,4485,7.86,17188.88
Cement,2021,33515.75,698.26,4553.19,29.71,3560,6.3,14673.86
Automobile,2022,12067.69,4719.79,71558.52,43.32,2914,4.29,13566.4
Cement,2011,24737.39,9946.83,82598.94,52.49,5753,3.19,30532.45
Chemical,2009,19848.35,3059.47,89667.44,1.93,7816,9.13,14489.79
Textile,2001,4940.54,7387.85,42976.6,32.8,4976,9.73,15996.91
Automobile,2010,31465.04,5523.1,32048.93,59.36,1646,4.22,23429.29
Steel,2009,25013.15,3319.73,84093.15,29.77,1797,2.01,17127.32
Chemical,2021,14121.11,987.11,77983.93,51.86,1076,3,6091.74
Cement,2005,23947.42,2236.99,54068.2,11.15,7224,7.04,14406.92
Cement,2017,38877.25,7840.35,12670.4,36.26,6900,2.56,32985.93
Textile,2001,40182.06,2862.3,65524.37,52.22,7697,8.02,21327.79
Steel,2001,32651.54,1528.59,7501.09,25.89,3683,9.31,15903.29
Steel,2009,23653.52,3379.85,10936.31,29.2,1741,9.67,15751.35
Power,2015,28999.61,5882.03,33782.88,4.92,2225,1.08,25663.89
Steel,2011,19558.26,7064.29,37746.37,2.53,7989,9.62,23087.05
Textile,2000,6764.54,3934.91,46735.43,28.12,6566,7.66,9656.84
Paper,2020,19588.22,5031.66,34575.15,50.61,5202,1.76,17648.75
Power,2007,26751.47,4603.68,4345.03,55.88,1964,4.74,19362.26
Power,2015,30142.28,189.13,16584.15,39.52,6411,7.3,11523.31
Cement,2017,46822.15,4016.44,12396.08,49.58,6922,9.61,26769.74
Cement,2012,38978.01,5914.47,43687.18,44.09,5781,2.48,28490.74
Steel,2014,8023.63,5742.45,22000.76,42.09,6036,2.15,14302.42
Power,2020,9122.02,7522.7,30060.98,46.14,1311,5.25,18179.25
Cement,2011,5474.49,6736.72,47685.18,30.32,3646,9.71,14906.3
Textile,2007,37040,2840.39,24320.62,27.48,3731,9.74,20648.86
Cement,2009,35453.05,2630.87,25346.98,9.55,1632,3.05,20993.79
Automobile,2013,49324.96,4695,83481.27,50.63,5763,3.87,30035.63
Automobile,2004,26340.16,7356.4,55260.6,2.68,5694,9.17,26829.55
Cement,2017,41407.54,1028.89,85819.19,16.05,6545,7.61,19341.75
Power,2018,29033.77,9488.43,51938.07,31.19,4681,9.75,31522.14
Paper,2014,43767.29,5477.22,91017.16,58.3,1414,9.04,28328.36
Paper,2005,36190.54,3133.44,26219.47,47.16,4206,2.94,20940.11
Power,2010,32322.76,6964.57,62050.33,22.12,2542,7.84,28041.7
Chemical,2020,28473.57,542.79,50819.95,42.84,1771,1.44,12120.84
Paper,2010,36287.04,4895.53,91950.4,55.88,5479,8.36,23860.93
Automobile,2019,21272.87,4911.1,42429.48,32.33,3587,6.41,18314.81
Textile,2019,5280.54,1703.56,85627.56,27.72,6891,9.6,3863.28
Power,2020,2479.31,8390.14,56826.5,33.18,1486,9.64,17090
Steel,2017,24211.67,7988.44,71145.75,18.69,2779,1.46,27547.02
Automobile,2024,30164.93,1612.05,88802.42,54.44,7407,2.44,14650.33
Textile,2017,4403.03,3701.89,99693.74,47.84,1029,5.36,7568.72
Textile,2009,14701.73,1094.25,73382.82,42.33,1129,8.92,6259.53
Power,2001,16440.59,8501.23,32137.67,35.35,6189,8.33,23687.37
Textile,2008,28358.38,3300.87,30602.19,58.17,5214,9.68,16534.79
Power,2013,14284.88,4449.23,31601.28,17.86,3374,6.56,14714.9
Paper,2018,5234.61,3306.33,10692.92,16.99,4983,3.31,8552.7
Cement,2009,8660.41,3169.26,6306.29,14.53,4141,1.23,10140.76
Automobile,2022,9110.42,7498.29,58503.44,44.51,1207,3.01,18454.33
Chemical,2003,42213.4,7500.91,81248.26,47.84,5186,7.08,32734.83
Cement,2005,14573.82,5226.1,4577.32,35.83,5215,9.34,15501.64
Automobile,2013,35877.24,6610.41,57096.8,39.12,1981,3.89,28656.06
Power,2003,28608.02,5165.47,37804.35,20.94,5302,8.88,22334.44
Automobile,2014,48863.42,383.03,89356.04,2.39,5501,4.55,22189.61
Paper,2015,14004.72,753.46,15393.31,15.22,7911,3.77,6898.54
Power,2006,8339.46,3899.03,56779.77,35.06,7690,5.58,10258.62
Cement,2016,3075.87,7522.49,97121.15,48.78,3171,4.98,15384.82
Steel,2018,12427.5,9140.94,35158.26,46.63,1111,9.22,22730.84
Steel,2018,34361.51,394.11,74435.91,10.77,5709,5.21,15273.72
Automobile,2016,4720.28,3743.5,88362.66,3.09,6040,3.5,9816.23
Steel,2005,12612.74,2315.45,19434.85,51.03,2409,8.58,7698.92
Power,2010,42837.76,8170.53,99260.19,4.54,1705,9.99,35871.76
Textile,2015,29356.17,8475.08,81129.28,23.6,6872,6.83,30091.85
Power,2024,3941.32,2143.45,14618.86,5.65,7290,3.25,5873.18
Textile,2007,2860.32,7137.19,31777.59,33.84,7275,3.15,15257.36
Cement,2010,3525.58,7344.38,62872.03,21.8,3779,1.52,16689.75
Chemical,2006,47122.81,1852.87,88606.86,12.15,7993,1.7,24591.58
Textile,2023,42568.64,4393.59,20288.72,35.71,5199,9.23,26285.79
Steel,2021,42324.53,6241.34,73389.35,21.8,3600,1.87,31680.59
Power,2024,46248.73,358.06,27794.15,10.01,3615,5.36,20556.06
Cement,2018,25510.14,4105.46,80736.23,42.01,5857,7.28,17957.58
Steel,2009,12743.56,1634.09,68660.76,50.21,3974,8.65,6283.2
Cement,2008,20366.73,5464.78,52767.99,16.42,7805,2.54,20225.94
Chemical,2003,36083.77,8444.88,65336.73,11.19,6039,4.94,33776.03
Paper,2022,43863.63,5295.06,87768.08,4.52,1847,3.26,30815.77
Power,2014,22037,456.24,39256.16,31.67,3943,3.3,9257.58
Automobile,2012,27001.36,393.61,77155.77,49.88,4220,3.73,10573.75
Power,2024,46623.26,6094.48,16731.64,15.05,1168,6.28,33032.72
Chemical,2001,5821.18,3347.02,70417.37,27.64,7700,1.15,8739.38
Power,2001,43183.81,5769.4,75315.08,9.65,1984,4.68,31177.79
Automobile,2015,8385.72,1720.01,44856.77,24.25,2107,2.68,6266
Textile,2008,24451.14,7790.94,79568.59,0.93,3567,9.7,26941.88
Cement,2012,11311.94,8621.13,56153.23,54.64,1106,6.24,21122.46
Automobile,2002,30345.91,8903.33,93691.17,40.59,5980,8.81,30562.19
Steel,2008,28149.38,3110.34,12134.18,19.97,3705,2.76,18379.97
Chemical,2012,19310.36,6641.28,13951.32,52.87,3078,8.29,20190.88
Textile,2020,43233.52,2862.52,84400.32,10.98,4618,4.73,24745.83
Steel,2021,33160.76,7651.29,84393.77,4.72,5342,2.6,31254.38
Steel,2001,36199.65,1293.2,47651.25,56.56,3973,7.85,15930.48
Chemical,2007,7957.66,7651.37,96432.26,18.54,2553,7.86,18729.16
Textile,2008,44216.7,4453.31,68259.54,56.16,3002,9.96,26253.2
Paper,2015,8768.49,8569.94,98302.47,38.26,7167,8.03,20305.69
Steel,2001,11527.86,7415.42,53707.14,58.8,1497,2.31,18872.26
Steel,2005,6838.73,3827.54,20959.72,45.21,5949,3.9,9221.62
Textile,2021,22297.78,9045.04,44994.92,6.33,5399,5.07,29071.49
Power,2007,44441.61,2905.04,98068.2,51.13,2421,2.14,24087.81
Steel,2004,12996.15,9673.19,37670.98,8.87,4474,8.09,25803.69
Cement,2008,19000.79,7695.31,95744.63,41.53,5411,5.74,23130.04
Textile,2000,42380.29,9907.68,79905.11,30.02,6980,9.5,38527.23
Steel,2008,31081.86,633.66,44768.53,42.46,5373,6.3,12926.49
Chemical,2009,37705.01,2812.96,54645.23,45.9,1541,5.71,20634.57
Automobile,2022,11093,7438.52,61136.47,48.22,1788,1.64,19230.99
Cement,2003,35966.25,9230.27,66910.84,50.1,1355,2.34,34206.61
Automobile,2002,11766.72,384.83,8593.22,50.83,6643,8.65,3070.45
Automobile,2009,49372.04,100.09,93425.22,24.75,4974,9.92,20257.22
Steel,2014,28214.36,2636.8,60102.97,53.35,2226,4.74,15794.62
Cement,2010,34934.14,8542.51,93183.77,43.17,1249,8.29,31792.28
Cement,2013,6360.88,7694.82,63557.95,50.34,5198,6.65,16979.4
Power,2005,12907.47,3468.75,43670.53,59.35,6587,9.63,9910.01
Automobile,2011,7417.16,119.91,57125.87,6.98,7178,3.14,2945.52
Cement,2012,19813.45,5591.59,83120.82,22.23,4395,5.9,19620.35
Power,2016,14564.73,2455.76,33286.46,48.39,4969,4.68,9459.6
Textile,2015,36779.65,7481.53,95689.55,5.18,1531,5.88,32097.41
Power,2002,5881.09,4518.86,47129.56,32.45,1558,3.42,10879.58
Chemical,2001,37726.94,6818.16,95667.46,51.5,2619,5.48,29259.48
Paper,2010,2762.39,8537.86,88194.9,1.14,2291,6.62,19186.37
Steel,2008,10499.88,5404.02,76998.53,56.37,4124,1.73,14151.39
Textile,2002,39702.27,3425.96,47276.34,58.69,5880,7.69,22132.73
Paper,2017,37267.44,7718.48,59107.57,19.34,5113,7.36,32094.2
Paper,2019,24078.14,2725.35,83964.91,46.01,2127,8.92,13920.13
Textile,2014,2974.14,8926.04,54861.52,7.63,5247,4.83,20090.85
Chemical,2013,30689.74,807.13,74080.77,46.37,4911,1.56,13544.07
Power,2001,20632.84,8371.14,79275.25,28.89,6796,5.15,25927.69
Steel,2016,16168.14,1006.4,51796.43,51.62,5968,2.24,7156.14
Power,2021,32200.33,655.76,54088.5,12.76,6533,6.83,14602.82
Cement,2007,22112.42,3696.24,20585.64,40.36,2107,1.42,16297.52
Power,2009,5074.84,9569.84,25229.18,47.17,6427,4.37,20926.13
Textile,2017,45839.55,9836.51,90589.38,12.15,6270,1.75,41572.12
Steel,2024,39035.41,2100.5,84192.63,49.1,5644,1.03,20099.43
Power,2018,3290.72,1571.51,2002.13,57.48,7522,9.65,1480.95
Steel,2007,26490.66,3594.24,87069.37,36.96,7601,9.97,17153.32
Steel,2007,4627.19,3437.16,3498.25,47.09,7496,6,7040.39
Cement,2002,41945.85,7619.97,46369.76,31.96,2687,3.15,33983.17
Cement,2002,30844.19,4495.59,7675.84,35.89,6987,9.2,21230.58
Textile,2011,9036.23,7820.85,96913.49,0.8,5471,9.31,20122.97
Chemical,2021,1526.7,7512.26,97259.61,31.46,5303,8.69,14912.79
Paper,2016,2063.26,5825.27,61476.22,34.53,6681,5.9,11654.86
